YEAR BUILT,TOTAL WATER USE (kgal),PROPERTY TYPE,POSTAL CODE,OUTDOOR WATER USE (kgal),NUMBER OF BUILDINGS,INDOOR WATER USE (kgal),GROSS BUILDING FLOOR AREA (ft²)
1969.0,789.9,Multifamily Housing,90731,Not Available,1.0,Not Available,21470.0
1979.0,283.5,Manufacturing/Industrial Plant,91324,Not Available,1.0,Not Available,42563.0
1958.0,835.6,Multifamily Housing,90034,Not Available,1.0,Not Available,18000.0
,,,90031,,,,
2008.0,6383.9,Multifamily Housing,91605,Not Available,1.0,Not Available,57717.0
,,,91040,,,,
,,,90017,,,,
2006.0,967.2,Multifamily Housing,91601,Not Available,1.0,Not Available,22880.0
,,,91324,,,,
,,,90077,,,,
,,,90013,,,,
,,,90005,,,,
,,,91324,,,,
,,,90025,,,,
1970.0,3393.2,Multifamily Housing,91343,Not Available,1.0,Not Available,22316.0
2014.0,34990.7,Multifamily Housing,90007,Not Available,1.0,Not Available,1000000.0
1968.0,503.6,Office,91405,Not Available,1.0,Not Available,25704.0
,,,90019,,,,
,,,91311,,,,
,,,90029,,,,
1971.0,113.6,Non-Refrigerated Warehouse,91311,Not Available,1.0,Not Available,28000.0
1965.0,9130,Office,90067,Not Available,1.0,Not Available,816615.0
1947.0,1980.8,Office,90045,Not Available,1.0,Not Available,79896.0
1903.0,296.2,Other,90021,Not Available,1.0,Not Available,60900.0
1970.0,1245.5,Office,90048,Not Available,1.0,Not Available,119478.0
,,,91401,,,,
,,,91304,,,,
2007.0,1800.4,Other,91607,277,1.0,1523.4,28906.0
,,,90007,,,,
2009.0,200,Retail Store,91324,Not Available,1.0,200,74285.0
,,,91602,,,,
1963.0,602.2,Manufacturing/Industrial Plant,91331,Not Available,1.0,Not Available,43000.0
1955.0,241,Office,91605,Not Available,2.0,Not Available,5000.0
2010.0,44664.3,Hotel,90015,Not Available,2.0,Not Available,1801286.0
,,,91606,,,,
,,,90037,,,,
,,,90064,,,,
,,,90023,,,,
,,,90023,,,,
,,,91342,,,,
,,,90023,,,,
,,,91316,,,,
,,,90019,,,,
,,,91352,,,,
,,,91367,,,,
,,,90020,,,,
,,,91403,,,,
,,,91352,,,,
,,,90291,,,,
1963.0,6005.4,Multifamily Housing,91402,Not Available,1.0,Not Available,51370.0
2017.0,4773.3,Multifamily Housing,90012,Not Available,1.0,Not Available,221538.0
2016.0,7484.3,Multifamily Housing,90045,Not Available,1.0,Not Available,370617.0
1970.0,4270.6,Multifamily Housing,90292,Not Available,1.0,Not Available,66866.0
2012.0,2676.3,Multifamily Housing,90008,Not Available,1.0,Not Available,50336.0
2010.0,814.4,Fire Station,90037,Not Available,1.0,392.4,10626.0
1988.0,3724.6,Multifamily Housing,90042,Not Available,1.0,Not Available,82960.0
1964.0,3060.3,Multifamily Housing,91343,Not Available,1.0,Not Available,58036.0
2003.0,1089.9,Multifamily Housing,91367,Not Available,1.0,Not Available,21295.0
2016.0,6146.0,Multifamily Housing,90045,Not Available,1.0,Not Available,247023.0
2004.0,1753.9,Multifamily Housing,90293,Not Available,1.0,Not Available,93243.0
2004.0,1725.8,Multifamily Housing,90293,Not Available,1.0,Not Available,54795.0
1949.0,1442,Office,90010,Not Available,1.0,Not Available,229198.0
,,,90004,,,,
1953.0,1648.7,Office,91344,Not Available,1.0,Not Available,85569.0
2012.0,3215.9,Multifamily Housing,90012,Not Available,1.0,Not Available,129962.0
1978.0,165,Self-Storage Facility,90016,Not Available,1.0,165,86941.0
1992.0,Not Available,Office,90017,Not Available,1.0,Not Available,492320.0
2003.0,24033.4,Multifamily Housing,91367,Not Available,1.0,Not Available,401567.0
2014.0,92,Medical Office,90033,Not Available,1.0,92,50220.0
2008.0,3377.5,Multifamily Housing,90017,Not Available,1.0,Not Available,147000.0
1950.0,0.7,Non-Refrigerated Warehouse,90013,Not Available,3.0,Not Available,34528.0
,,,91423,,,,
,,,91303,,,,
1963.0,1746.7,Multifamily Housing,91405,Not Available,1.0,Not Available,26000.0
,,,91411,,,,
,,,90018,,,,
1964.0,1472.2,Multifamily Housing,90034,Not Available,1.0,Not Available,25971.0
1947.0,1183.4,Office,90048,Not Available,1.0,Not Available,44432.0
1981.0,11756.6,Office,90071,Not Available,1.0,11756.6,2771457.0
1958.0,1187.2,Hotel,90010,Not Available,1.0,Not Available,27425.0
2006.0,3158.3,Multifamily Housing,90034,Not Available,1.0,Not Available,178188.0
1919.0,10.5,Other,90024,Not Available,1.0,10.5,20000.0
,,,91335,,,,
2016.0,5272.3,Multifamily Housing,90045,Not Available,1.0,Not Available,370617.0
2003.0,7148.4,Multifamily Housing,90094,Not Available,1.0,Not Available,255000.0
2007.0,3694.6,Multifamily Housing,91343,Not Available,1.0,Not Available,58500.0
2004.0,2295,Multifamily Housing,90066,Not Available,1.0,Not Available,88040.0
1959.0,1167.7,Worship Facility,90066,Not Available,1.0,Not Available,27402.0
2009.0,631.4,Parking,90017,Not Available,1.0,Not Available,19562.0
2010.0,892.4,Multifamily Housing,91601,Not Available,1.0,Not Available,20986.0
1958.0,1713.8,Multifamily Housing,90008,Not Available,1.0,Not Available,21378.0
1961.0,751.8,Multifamily Housing,90025,Not Available,1.0,Not Available,23063.0
2000.0,2954.8,Multifamily Housing,90731,Not Available,1.0,Not Available,64873.0
,,,90049,,,,
2001.0,13986.3,Other - Services,90012,Not Available,1.0,6739.3,1300000.0
1906.0,184,Retail Store,90014,Not Available,1.0,184,55180.0
,,,91311,,,,
1989.0,459,Self-Storage Facility,90019,Not Available,1.0,459,65331.0
1987.0,Not Available,Multifamily Housing,90042,Not Available,1.0,Not Available,42272.0
2014.0,4274.4,Multifamily Housing,90005,Not Available,1.0,Not Available,105455.0
,,,90012,,,,
,,,91406,,,,
,,,90028,,,,
2010.0,64.6,Office,90032,Not Available,1.0,31.1,28812.0
,,,90291,,,,
1954.0,1267.9,Multifamily Housing,90008,Not Available,1.0,Not Available,21617.0
2004.0,1753.9,Multifamily Housing,90293,Not Available,1.0,Not Available,93243.0
1972.0,16.0,Multifamily Housing,90004,Not Available,2.0,Not Available,219291.0
1953.0,428.6,Distribution Center,91402,Not Available,1.0,Not Available,45965.0
2006.0,472.8,Worship Facility,90012,Not Available,1.0,Not Available,24322.0
1923.0,2390.3,Office,90017,Not Available,1.0,2390.3,219122.0
,,,91402,,,,
,,,90005,,,,
1959.0,1017.1,Worship Facility,90066,Not Available,1.0,Not Available,27402.0
1965.0,107,Manufacturing/Industrial Plant,90710,Not Available,1.0,Not Available,27600.0
,,,90005,,,,
1961.0,5.8,Mixed Use Property,90024,Not Available,1.0,Not Available,130043.0
1978.0,57.6,Non-Refrigerated Warehouse,90021,Not Available,1.0,Not Available,26880.0
2001.0,6335.3,Multifamily Housing,90042,Not Available,15.0,Not Available,63766.0
2000.0,293.2,Strip Mall,90064,Not Available,1.0,Not Available,31499.0
1914.0,865.5,Mixed Use Property,90011,Not Available,1.0,Not Available,23400.0
1988.0,2907.7,Multifamily Housing,90012,Not Available,1.0,Not Available,158213.0
2003.0,10596.2,Multifamily Housing,91367,Not Available,1.0,Not Available,190135.0
1960.0,4.6,Other,90039,Not Available,1.0,Not Available,30800.0
1962.0,1732.5,Multifamily Housing,91331,Not Available,1.0,Not Available,18660.0
1973.0,5881.2,Manufacturing/Industrial Plant,90001,Not Available,1.0,Not Available,34700.0
1928.0,3067.8,Multifamily Housing,90006,Not Available,1.0,Not Available,38212.0
2002.0,23942.1,Multifamily Housing,90094,Not Available,5.0,Not Available,627043.0
2016.0,5034.4,Multifamily Housing,90045,Not Available,1.0,Not Available,247023.0
1990.0,20.8,Other - Public Services,90018,Not Available,1.0,Not Available,8538.0
,,,90028,,,,
1957.0,2.3,Office,90036,Not Available,1.0,Not Available,31060.0
,,,90731,,,,
,,,90020,,,,
2009.0,4093.5,Multifamily Housing,90011,Not Available,1.0,Not Available,75535.0
1974.0,1223.8,Multifamily Housing,90048,Not Available,1.0,Not Available,38173.0
2007.0,2132.6,Multifamily Housing,91423,Not Available,1.0,Not Available,61101.0
,,,91311,,,,
,,,91606,,,,
1984.0,3666.2,Multifamily Housing,91040,Not Available,1.0,Not Available,64231.0
1970.0,926.1,Multifamily Housing,90025,Not Available,1.0,Not Available,22254.0
2006.0,Not Available,Automobile Dealership,91401,Not Available,1.0,Not Available,93150.0
1931.0,3481.4,Office,90012,Not Available,1.0,Not Available,138466.0
2003.0,1089.9,Multifamily Housing,91367,Not Available,1.0,Not Available,24337.0
1953.0,1770.3,Worship Facility,90045,1711.1,2.0,59.2,25819.0
2000.0,0,Performing Arts,90016,Not Available,1.0,0,45840.0
1914.0,959.8,Hotel,90291,Not Available,1.0,Not Available,21861.0
1985.0,12039.2,Office,91608,Not Available,1.0,12039.2,822203.0
1922.0,23479.7,Data Center,90017,Not Available,1.0,23479.7,533828.0
2013.0,4779,Multifamily Housing,91406,Not Available,1.0,Not Available,68345.0
1985.0,2412.5,Multifamily Housing,91403,Not Available,1.0,Not Available,33150.0
2014.0,2421.4,Multifamily Housing,90005,Not Available,1.0,Not Available,105455.0
1969.0,1214.8,Multifamily Housing,91401,Not Available,1.0,Not Available,20128.0
1988.0,1636,Office,90017,Not Available,1.0,Not Available,401983.0
1948.0,1106.4,Manufacturing/Industrial Plant,91605,Not Available,1.0,Not Available,50950.0
2013.0,120.4,Multifamily Housing,90003,Not Available,1.0,Not Available,34429.0
1988.0,3559.2,Multifamily Housing,90005,Not Available,1.0,Not Available,58096.0
,,,90013,,,,
,,,91356,,,,
1990.0,1671.9,Police Station,90006,Not Available,1.0,805.6,144266.0
,,,90015,,,,
,,,91604,,,,
1980.0,2129.7,Multifamily Housing,91324,Not Available,1.0,Not Available,40252.0
1970.0,2069.1,Multifamily Housing,90024,Not Available,1.0,Not Available,47946.0
1960.0,1713.5,Fire Station,90014,Not Available,1.0,825.6,14285.0
1991.0,7738.6,Multifamily Housing,91364,Not Available,1.0,Not Available,224000.0
1923.0,15486.2,Hotel,90013,Not Available,1.0,Not Available,995327.0
1991.0,5552.8,Multifamily Housing,91364,Not Available,1.0,Not Available,108000.0
1961.0,2737.9,Multifamily Housing,91402,Not Available,1.0,Not Available,26844.0
1986.0,3628.8,Office,91436,Not Available,1.0,Not Available,237759.0
,,,90001,,,,
1987.0,120.4,Non-Refrigerated Warehouse,90058,Not Available,1.0,Not Available,20550.0
1991.0,1526.7,Office,90013,1526.7,1.0,Not Available,1546011.0
1956.0,167.6,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",90045,Not Available,1.0,Not Available,29340.0
1969.0,1619.2,Office,90067,Not Available,1.0,1619.2,516405.0
1990.0,5785,Other - Services,90012,Not Available,1.0,2787.5,636021.0
1990.0,Not Available,Fire Station,90731,Not Available,1.0,Not Available,20117.0
1936.0,5028.4,Hotel,90007,Not Available,1.0,Not Available,24588.0
1966.0,73.3,Office,90015,Not Available,1.0,Not Available,37302.0
1969.0,3207.6,Multifamily Housing,90045,Not Available,1.0,Not Available,82687.0
1992.0,241.9,Non-Refrigerated Warehouse,91311,Not Available,1.0,Not Available,20339.0
2009.0,13217.8,Multifamily Housing,91303,Not Available,1.0,Not Available,166958.0
1990.0,682.2,Multifamily Housing,90034,Not Available,1.0,Not Available,20942.0
2013.0,7305.5,Multifamily Housing,90012,Not Available,1.0,Not Available,382200.0
2008.0,3415.6,Multifamily Housing,90017,Not Available,1.0,Not Available,189745.0
2000.0,2725.2,Multifamily Housing,90020,Not Available,1.0,Not Available,59025.0
1964.0,2283.4,Multifamily Housing,91403,Not Available,1.0,Not Available,26883.0
,,,90005,,,,
1987.0,1321.1,Multifamily Housing,91403,Not Available,1.0,Not Available,23828.0
1962.0,255.8,Medical Office,91303,Not Available,1.0,Not Available,39000.0
1986.0,2317.5,Multifamily Housing,90035,Not Available,1.0,Not Available,36000.0
1967.0,2064.6,Multifamily Housing,91303,Not Available,1.0,Not Available,50725.0
1989.0,1269.3,Fire Station,90047,Not Available,1.0,611.6,16460.0
2014.0,2338.4,Multifamily Housing,90064,Not Available,1.0,Not Available,90700.0
1988.0,5865.5,Multifamily Housing,91403,Not Available,1.0,Not Available,148890.0
1959.0,2892,Multifamily Housing,91402,Not Available,1.0,Not Available,28170.0
,,,90016,,,,
,,,90021,,,,
1974.0,6705.5,Office,90017,Not Available,1.0,Not Available,1327532.0
,,,91607,,,,
1928.0,5140,Multifamily Housing,90027,Not Available,1.0,Not Available,98694.0
,,,91606,,,,
1990.0,1778.7,Police Station,90012,Not Available,1.0,853.1,298000.0
1987.0,2224,Multifamily Housing,91325,Not Available,1.0,Not Available,39392.0
,,,90011,,,,
1974.0,71.6,Office,90002,Not Available,1.0,0,14391.0
,,,91331,,,,
,,,90020,,,,
,,,91335,,,,
,,,90038,,,,
2000.0,136.9,Medical Office,90057,Not Available,1.0,Not Available,23968.0
,,,90028,,,,
1986.0,304.5,Office,91403,Not Available,1.0,Not Available,67539.0
,,,90020,,,,
,,,91605,,,,
,,,91311,,,,
,,,91411,,,,
,,,91325,,,,
1980.0,127.2,Non-Refrigerated Warehouse,90744,Not Available,1.0,Not Available,20190.0
,,,90004,,,,
,,,91324,,,,
,,,90057,,,,
1985.0,1378.8,Parking,90010,Not Available,1.0,Not Available,148994.0
2004.0,1668.9,Multifamily Housing,90293,Not Available,1.0,Not Available,54795.0
1989.0,1899.3,Multifamily Housing,90025,Not Available,1.0,Not Available,36609.0
2014.0,1808.8,Manufacturing/Industrial Plant,91352,Not Available,1.0,Not Available,83719.0
1948.0,187.8,Worship Facility,90020,Not Available,1.0,Not Available,22768.0
1987.0,8515.3,Multifamily Housing,90045,Not Available,1.0,Not Available,278304.0
,,,90010,,,,
,,,91311,,,,
,,,90012,,,,
1987.0,4257.7,Multifamily Housing,90045,Not Available,1.0,Not Available,137907.0
1988.0,4687.3,Hotel,91303,Not Available,1.0,Not Available,45362.0
1965.0,6539.5,Manufacturing/Industrial Plant,91342,Not Available,1.0,Not Available,30940.0
1968.0,9078.4,Hotel,90045,Not Available,3.0,Not Available,123012.0
1990.0,267.8,Office,90012,Not Available,1.0,129.1,33411.0
1981.0,1407.7,Manufacturing/Industrial Plant,91311,Not Available,1.0,1407.7,131305.0
1991.0,1619.5,Multifamily Housing,90038,Not Available,1.0,Not Available,29870.0
,,,90020,,,,
1962.0,3035.6,Multifamily Housing,91304,Not Available,1.0,Not Available,32004.0
1937.0,382.5,Non-Refrigerated Warehouse,90003,Not Available,1.0,382.5,28915.0
1950.0,1268.7,Multifamily Housing,90029,Not Available,1.0,Not Available,20465.0
1975.0,14079.9,Multifamily Housing,90013,Not Available,1.0,Not Available,2960926.0
,,,90029,,,,
1990.0,249.9,Other - Services,90031,Not Available,1.0,120,40165.0
1986.0,2244.9,Office,90013,Not Available,1.0,Not Available,140409.0
1980.0,441.2,Refrigerated Warehouse,90502,Not Available,1.0,Not Available,51623.0
,,,91405,,,,
,,,91304,,,,
,,,91325,,,,
,,,90036,,,,
1990.0,1640.5,Multifamily Housing,90036,Not Available,1.0,Not Available,34834.0
2000.0,8539.5,Veterinary Office,90047,Not Available,1.0,4114.8,30000.0
1990.0,274.8,Other - Services,90018,Not Available,1.0,132.4,20393.0
2013.0,3061,Multifamily Housing,91342,Not Available,6.0,Not Available,59463.0
1981.0,5802.2,Multifamily Housing,90034,Not Available,1.0,Not Available,120180.0
1962.0,255,Retail Store,91436,Not Available,1.0,Not Available,35000.0
2008.0,6052.5,Senior Living Community,91356,Not Available,1.0,Not Available,134103.0
,,,90025,,,,
2004.0,2286,Multifamily Housing,90066,Not Available,1.0,Not Available,88040.0
1970.0,2349.6,Multifamily Housing,91316,Not Available,1.0,Not Available,64090.0
1953.0,2411,Multifamily Housing,91343,Not Available,1.0,Not Available,22992.0
2010.0,2446.7,Multifamily Housing,91402,Not Available,1.0,Not Available,51800.0
1988.0,2873.6,Multifamily Housing,90006,Not Available,1.0,Not Available,47642.0
1989.0,2976.5,Multifamily Housing,90020,Not Available,1.0,Not Available,23710.0
2016.0,28,Self-Storage Facility,91601,Not Available,1.0,28,64600.0
2004.0,2088.6,Multifamily Housing,90066,Not Available,1.0,Not Available,88040.0
2003.0,1903,Multifamily Housing,90015,Not Available,1.0,Not Available,14615.0
1990.0,6315.6,Financial Office,91311,Not Available,1.0,Not Available,82200.0
1906.0,39.5,Retail Store,90014,Not Available,1.0,39.5,90000.0
1974.0,12640.9,Office,90071,Not Available,1.0,12640.9,1699782.0
1981.0,6060.4,Multifamily Housing,90034,Not Available,1.0,Not Available,120180.0
,,,90048,,,,
,,,90006,,,,
,,,91406,,,,
,,,90015,,,,
,,,90014,,,,
,,,90017,,,,
2010.0,443.6,Multifamily Housing,91402,Not Available,1.0,Not Available,44300.0
1982.0,3388.5,Office,90045,Not Available,1.0,3388.5,324463.0
1964.0,Not Available,Multifamily Housing,91343,Not Available,1.0,Not Available,63390.0
1985.0,8946,Hotel,91367,Not Available,1.0,Not Available,334174.0
,,,90011,,,,
1985.0,1841.7,Multifamily Housing,91316,Not Available,1.0,Not Available,94000.0
1989.0,1672.6,Multifamily Housing,90046,Not Available,1.0,Not Available,132417.0
,,,90045,,,,
1995.0,146.5,Office,90066,Not Available,1.0,146.5,53365.0
,,,91405,,,,
,,,91405,,,,
,,,90064,,,,
,,,90064,,,,
,,,90035,,,,
1979.0,598.9,Office,91303,Not Available,1.0,Not Available,35960.0
,,,90005,,,,
1924.0,3084.2,Multifamily Housing,90026,Not Available,1.0,Not Available,49794.0
1928.0,430.1,Office,90036,Not Available,1.0,430.1,77005.0
,,,91303,,,,
1963.0,3861.4,Multifamily Housing,90034,Not Available,1.0,Not Available,63175.0
,,,90064,,,,
,,,90004,,,,
,,,90732,,,,
,,,90015,,,,
,,,90024,,,,
1987.0,5127.1,Multifamily Housing,91604,Not Available,1.0,Not Available,70140.0
2014.0,2175.8,Multifamily Housing,90033,Not Available,1.0,2175.8,118388.0
,,,90027,,,,
,,,90035,,,,
,,,91040,,,,
,,,90005,,,,
,,,91316,,,,
2000.0,695.7,Office,91606,Not Available,1.0,Not Available,34004.0
,,,90025,,,,
1986.0,2025,Multifamily Housing,91401,Not Available,1.0,Not Available,32388.0
,,,91356,,,,
,,,90045,,,,
2003.0,5123.4,Multifamily Housing,90094,Not Available,1.0,Not Available,255000.0
1972.0,1267.2,Multifamily Housing,90024,Not Available,1.0,Not Available,42672.0
1962.0,3766.4,Multifamily Housing,91402,Not Available,1.0,Not Available,28852.0
2003.0,3716.3,Multifamily Housing,90292,Not Available,2.0,Not Available,102932.0
2015.0,9764.5,Multifamily Housing,90015,Not Available,1.0,Not Available,309791.0
1996.0,Not Available,Multifamily Housing,91324,Not Available,1.0,Not Available,37364.0
1990.0,24,Other - Services,90012,Not Available,1.0,11.5,17466.0
2008.0,10010.4,Multifamily Housing,91324,Not Available,5.0,Not Available,284697.0
1990.0,680.6,Office,90028,Not Available,1.0,327.9,25190.0
1948.0,Not Available,Office,90018,Not Available,2.0,Not Available,55000.0
1985.0,675.1,Parking,91608,Not Available,1.0,675.1,736257.0
,,,91605,,,,
1923.0,0,Office,90042,Not Available,1.0,Not Available,10740.0
1981.0,1681.6,Office,91324,Not Available,1.0,Not Available,46463.0
2006.0,461.3,Fire Station,90002,Not Available,1.0,0,15250.0
2000.0,752.1,Office,90064,Not Available,1.0,752.1,150832.0
2004.0,5261.8,Multifamily Housing,90293,Not Available,1.0,Not Available,183174.0
2001.0,669.2,Fire Station,90731,Not Available,1.0,322.5,7500.0
2010.0,5.2,Multifamily Housing,91304,Not Available,1.0,Not Available,35491.0
1958.0,2249.4,Bowling Alley,91306,Not Available,1.0,Not Available,57295.0
2007.0,704.7,Fire Station,90042,Not Available,1.0,339.6,10700.0
1987.0,4991.8,Multifamily Housing,90046,Not Available,1.0,Not Available,277680.0
1962.0,1449.7,Multifamily Housing,91604,Not Available,1.0,Not Available,36725.0
,,,90005,,,,
1985.0,1460.2,Multifamily Housing,91325,Not Available,1.0,Not Available,35550.0
2010.0,1.8,Multifamily Housing,91401,Not Available,1.0,Not Available,37129.0
1980.0,625.4,Multifamily Housing,90034,Not Available,1.0,Not Available,20140.0
1929.0,3.2,Multifamily Housing,90005,Not Available,1.0,Not Available,51234.0
1987.0,1312.8,Multifamily Housing,90026,Not Available,1.0,Not Available,29661.0
,,,90744,,,,
2009.0,8009.4,Multifamily Housing,90012,Not Available,1.0,Not Available,222048.0
1953.0,1761.5,Worship Facility,90045,1739.5,2.0,22,25819.0
1980.0,3795.3,Office,91403,Not Available,1.0,3795.3,305610.0
,,,90006,,,,
1984.0,95.8,Parking,90064,Not Available,1.0,Not Available,204763.0
1960.0,Not Available,Multifamily Housing,91335,Not Available,1.0,Not Available,20972.0
1980.0,65.8,Other,90003,Not Available,1.0,Not Available,50809.0
1991.0,2742.4,Multifamily Housing,90041,Not Available,1.0,Not Available,48865.0
1968.0,1181.2,Office,90071,Not Available,1.0,Not Available,86702.0
,,,90248,,,,
2014.0,4882,Medical Office,90033,Not Available,1.0,4882,93342.0
1993.0,1924,Multifamily Housing,91303,Not Available,1.0,Not Available,25572.0
1994.0,391,Self-Storage Facility,90034,Not Available,1.0,391,35035.0
2013.0,5288.7,Multifamily Housing,90028,Not Available,1.0,Not Available,110087.0
1918.0,Not Available,Office,90015,Not Available,1.0,Not Available,30070.0
,,,90058,,,,
1987.0,1536.5,Multifamily Housing,90032,Not Available,1.0,Not Available,30202.0
